Date,Tournament,Surface,Round,Player and Rank,Opponent and Rank,Result,Score,Match Points Saved,Time,Stat #1,Stat #2
"May 26th, 2025",Roland Garros,Clay,Finals,Carlos Alcaraz #2,Jannik Sinner #1,(2)Alcaraz [SPA] d. (1)Jannik Sinner [ITA],4-6 6-7(4) 6-4 7-6(3) 7-6(2),3,5 Hours and 29 minutes,third man in Open Era history to save championship points and win a major final,"second man in Open Era to win his first five majors, joining Roger Federer"
